t,h_true,y_obs
904,-2.45250546,0.28186977
905,-2.70185262,-0.51122344
906,-2.60972647,-0.00193016
907,-2.53590813,-0.13004569
908,-2.39017784,0.28228836
909,-2.27587516,-0.08359012
910,-2.55375231,0.21454552
911,-2.32388044,0.20166849
912,-2.41611039,0.20131479
913,-2.24454762,0.50745508
914,-2.33862768,-0.07033226
915,-2.18637804,0.01924076
916,-2.31838584,0.13008142
917,-2.19203502,0.02939715
918,-2.12333623,-0.08948077
919,-1.86789431,-0.3539715
920,-1.92995559,0.00418539
921,-1.77021382,-0.61792106
922,-1.94365192,-0.77105911
923,-1.91043808,-0.43024341
924,-1.94080745,0.25061605
925,-2.00881464,0.08470973
926,-2.02345088,0.24437477
927,-1.92147815,-0.26474075
928,-1.91913156,0.39981549
929,-1.83255109,-0.55879331
930,-1.70923184,-0.46144386
931,-1.47607793,0.48957093
932,-1.41831277,0.07736786
933,-1.43711823,0.33074929
934,-1.4796214,0.11241494
935,-1.33444261,-0.28828116
936,-1.41683824,-0.58813189
937,-1.564004,-0.83647111
938,-1.43760957,0.88154624
939,-1.21068194,-0.88766044
940,-1.09563328,0.82227736
941,-1.16128578,0.05676375
942,-1.45763116,0.1286949
943,-1.60343619,0.08954781
944,-1.81951354,0.21856674
945,-1.64125123,-0.34472147
946,-1.79255208,-0.87984396
947,-1.80873755,-0.23542767
948,-2.01712833,0.16523511
949,-2.05411004,-0.3851779
950,-2.1056726,0.3738281
951,-1.98206188,-0.04826487
952,-1.85973427,-0.45810298
953,-1.82908673,0.05903199
954,-1.8746896,0.1705544
955,-1.96551393,0.19081457
956,-1.8537697,-1.15456731
957,-1.64961075,-1.33583919
958,-1.72252978,0.43333993
959,-1.7484469,-0.61167206
960,-1.89005405,0.3991265
961,-2.15157811,0.38501821
962,-2.12529608,-0.4120198
963,-2.17900446,-0.34217788
964,-2.01370055,0.26760567
965,-2.2411637,-0.13160736
966,-2.33340664,0.40278841
967,-2.49591931,0.46055807
968,-2.45603594,-0.34029862
969,-2.51394599,-0.22807174
970,-2.65972037,0.02508305
971,-2.79411609,-0.53925582
972,-2.79724408,-0.4451919
973,-2.85615089,-0.21797554
974,-2.93114877,0.46211303
975,-2.86475257,0.0585801
976,-3.07526974,-0.14052931
977,-2.98071625,-0.23081812
978,-2.78508534,-0.2988013
979,-2.7744877,-0.14637386
980,-2.69660497,-0.16632291
981,-2.68634086,-0.06163393
982,-2.7459088,0.12290209
983,-2.65777328,-0.02346248
984,-2.67260883,0.20934382
985,-2.6578057,-0.0812035
986,-2.59236803,0.46414159
987,-2.74565042,0.19507409
988,-2.97725658,0.04903464
989,-2.68167646,0.12784853
990,-2.6056324,-0.15231076
991,-2.55280635,-0.07033539
992,-2.62411865,-0.07805335
993,-2.54563792,-0.2148523
994,-2.62021105,-0.36698223
995,-2.51299597,0.15522579
996,-2.43285702,0.28596695
997,-2.37669117,0.11945553
998,-2.28981482,-0.02913292
999,-2.33074365,0.69038763
