t,returns,jump_true,jump_size_true
909,-0.01026245,0,0.0
910,-0.00701756,0,-0.0
911,0.00447033,0,-0.0
912,0.00605582,0,0.0
913,-0.00572168,0,-0.0
914,0.01037405,0,-0.0
915,-0.00668952,1,-0.0187646
916,0.01486302,0,0.0
917,0.00579413,0,-0.0
918,-0.04183923,1,-0.05597351
919,-0.01830798,0,-0.0
920,-0.03722876,1,-0.03454969
921,-0.00817005,0,0.0
922,0.00169226,0,-0.0
923,-0.00521449,0,-0.0
924,-0.00116158,0,-0.0
925,0.01932175,0,0.0
926,-0.0011972,0,0.0
927,0.00463792,0,0.0
928,-0.00182269,0,-0.0
929,0.00125713,0,0.0
930,0.00056017,0,-0.0
931,0.00498324,0,-0.0
932,0.01215308,0,-0.0
933,0.01697394,0,-0.0
934,0.0035962,0,-0.0
935,0.00639547,0,0.0
936,-0.00698707,1,0.00402157
937,-0.00037877,0,-0.0
938,0.00990289,0,-0.0
939,0.00915969,0,-0.0
940,0.0026161,0,-0.0
941,0.00936394,0,0.0
942,0.00540767,0,0.0
943,0.01250306,0,0.0
944,0.00339359,0,-0.0
945,-0.00305698,0,-0.0
946,0.00385841,0,-0.0
947,-0.02880594,0,0.0
948,0.00432886,0,-0.0
949,-0.03598413,0,-0.0
950,-0.01673463,0,0.0
951,0.00501769,0,0.0
952,0.00527529,0,-0.0
953,-0.03992638,1,-0.02880209
954,-0.00662102,0,-0.0
955,0.01420541,0,-0.0
956,-0.0043403,0,0.0
957,0.0229292,0,-0.0
958,0.0004808,0,0.0
959,0.00458036,0,0.0
960,0.01666874,0,-0.0
961,0.00181027,0,0.0
962,-0.00952344,0,-0.0
963,-0.00059727,0,-0.0
964,0.00014389,0,-0.0
965,-0.01314742,0,-0.0
966,-0.00205832,0,-0.0
967,-0.02350793,1,-0.01658601
968,0.00974358,0,-0.0
969,0.00084612,0,0.0
970,-0.00232796,0,-0.0
971,-0.00056182,0,-0.0
972,0.00273122,0,-0.0
973,0.00666814,0,-0.0
974,-0.00949712,0,-0.0
975,-0.00991588,0,-0.0
976,0.01154679,0,0.0
977,-0.00362337,0,-0.0
978,-0.01366842,0,0.0
979,0.00493813,0,-0.0
980,0.0051337,0,0.0
981,-0.01480715,0,-0.0
982,0.00279482,0,-0.0
983,0.00785583,0,-0.0
984,0.00424386,0,-0.0
985,0.00681981,0,-0.0
986,-0.01354269,0,-0.0
987,0.0038104,0,-0.0
988,-0.0025262,0,-0.0
989,-0.0043279,0,0.0
990,0.00920556,0,-0.0
991,0.01529275,0,0.0
992,0.0184437,0,-0.0
993,0.01364808,0,-0.0
994,-0.00059734,0,-0.0
995,0.0040272,0,-0.0
996,0.00816823,0,-0.0
997,0.00171178,0,0.0
998,0.00180764,0,-0.0
999,0.00873753,0,0.0
