t,state,observation,A,C,Q,R
383,0.3147741698682023,-0.8571974230325925,0.9,1.0,1.0,1.0
384,-1.3179811842374716,-2.4113050421248543,0.9,1.0,1.0,1.0
385,-1.9803193558391483,-1.6914026886704414,0.9,1.0,1.0,1.0
386,-1.3426508142382398,-0.09770343559179429,0.9,1.0,1.0,1.0
387,-0.6841978900016449,-1.1155373282411554,0.9,1.0,1.0,1.0
388,-0.3395039216729267,-2.841203765832581,0.9,1.0,1.0,1.0
389,-1.7183194133980004,-3.422312276008376,0.9,1.0,1.0,1.0
390,-3.8565909086908445,-4.689627631486856,0.9,1.0,1.0,1.0
391,-3.416578232431378,-3.9743071199265927,0.9,1.0,1.0,1.0
392,-3.546696442826576,-3.9550850700813025,0.9,1.0,1.0,1.0
393,-2.732641026827307,-2.69405990384639,0.9,1.0,1.0,1.0
394,-1.7574232979233066,-2.0691696287457537,0.9,1.0,1.0,1.0
395,-1.443439536072294,-0.39409992552888684,0.9,1.0,1.0,1.0
396,-0.538962497089211,-1.2149798027705798,0.9,1.0,1.0,1.0
397,-0.25585487326522144,-1.1181728327407645,0.9,1.0,1.0,1.0
398,0.2997953196627674,0.778670858183229,0.9,1.0,1.0,1.0
399,-0.43485747517339174,-1.970499545099511,0.9,1.0,1.0,1.0
400,-0.5709831414875111,-0.18129143616750887,0.9,1.0,1.0,1.0
401,-0.3171087306818027,-0.2145555469555358,0.9,1.0,1.0,1.0
402,0.5351306178037964,0.387688127885629,0.9,1.0,1.0,1.0
403,0.08787638379884471,1.6761524909481071,0.9,1.0,1.0,1.0
404,0.6002560011510729,-0.021951444143645027,0.9,1.0,1.0,1.0
405,0.27439160912058663,2.334689779644665,0.9,1.0,1.0,1.0
406,0.1294102808803976,-0.09602116834770169,0.9,1.0,1.0,1.0
407,0.9459882948164309,-0.3310281501537973,0.9,1.0,1.0,1.0
408,-1.1416709057193681,-1.071751324724543,0.9,1.0,1.0,1.0
409,-2.3239761432221924,-3.4002213435409603,0.9,1.0,1.0,1.0
410,-3.573763926342794,-4.3255197741562945,0.9,1.0,1.0,1.0
411,-5.55000365355682,-5.1529703535413285,0.9,1.0,1.0,1.0
412,-5.673267728356315,-5.11768563970619,0.9,1.0,1.0,1.0
413,-4.356507055792943,-4.9786747560472016,0.9,1.0,1.0,1.0
414,-4.205740416596224,-3.2183352715498232,0.9,1.0,1.0,1.0
415,-3.5873762929947492,-2.4298685349736155,0.9,1.0,1.0,1.0
416,-2.139421166984482,-0.7031194104211909,0.9,1.0,1.0,1.0
417,-0.5977929180183421,-0.06837951089261995,0.9,1.0,1.0,1.0
418,-0.6071515609426474,0.7562771511430513,0.9,1.0,1.0,1.0
419,0.8071494847210146,-1.0736489432530432,0.9,1.0,1.0,1.0
420,0.8185611946830222,0.5006546460545597,0.9,1.0,1.0,1.0
421,-0.10069314861274203,-0.9676984049361683,0.9,1.0,1.0,1.0
422,-0.6850241859502031,-0.565798324822811,0.9,1.0,1.0,1.0
423,-2.097058279920199,-2.668507499116936,0.9,1.0,1.0,1.0
424,-2.7754863056618317,-2.941644147611564,0.9,1.0,1.0,1.0
425,-2.8559543631700777,-0.9737794829660282,0.9,1.0,1.0,1.0
426,-1.7667739074744684,-1.9364937038948467,0.9,1.0,1.0,1.0
427,0.13067331443896224,0.5444656316291762,0.9,1.0,1.0,1.0
428,-1.264575532381974,-1.4968448623062094,0.9,1.0,1.0,1.0
429,-0.7452905108838579,-0.6695772229270243,0.9,1.0,1.0,1.0
430,-1.7113053989530065,-1.705288718516935,0.9,1.0,1.0,1.0
431,-1.0654777705945038,-0.6171537046213442,0.9,1.0,1.0,1.0
432,-1.0900166442227799,0.07529089132439704,0.9,1.0,1.0,1.0
433,-2.8119208056480325,-1.164526808044703,0.9,1.0,1.0,1.0
434,-1.602431733514745,-1.2928116516055783,0.9,1.0,1.0,1.0
435,-2.047189272972002,-1.4576423869363997,0.9,1.0,1.0,1.0
436,-2.3763705840483564,-3.5272350932339234,0.9,1.0,1.0,1.0
437,-3.2084859369332106,-3.296362679348831,0.9,1.0,1.0,1.0
438,-3.541920619927445,-2.6016311550438562,0.9,1.0,1.0,1.0
439,-2.7598381172397835,-1.8938694788226302,0.9,1.0,1.0,1.0
440,-2.6730986464522104,-2.4614889136571603,0.9,1.0,1.0,1.0
441,-2.0771267795245087,-1.1907328199565563,0.9,1.0,1.0,1.0
442,-1.5074922476432144,-1.0167255386493956,0.9,1.0,1.0,1.0
443,-0.03608136735072609,1.1642248909085955,0.9,1.0,1.0,1.0
444,-0.3752593814800328,-0.08590022452292168,0.9,1.0,1.0,1.0
445,-1.8145912601777614,-2.170289575748796,0.9,1.0,1.0,1.0
446,-0.5659097175880023,-0.2300684606549787,0.9,1.0,1.0,1.0
447,-0.8408069179264568,-3.7714012937792325,0.9,1.0,1.0,1.0
448,0.3578662184435658,0.7407519548286152,0.9,1.0,1.0,1.0
449,0.7054567097816797,-2.9429561154331036,0.9,1.0,1.0,1.0
450,0.5037735086001668,-1.2196898988052514,0.9,1.0,1.0,1.0
451,0.8021720517864452,1.2539406527274295,0.9,1.0,1.0,1.0
452,2.6729674067341005,3.150496744000896,0.9,1.0,1.0,1.0
453,4.482651195114443,3.3202224149745128,0.9,1.0,1.0,1.0
454,4.103767210735778,3.391665168856839,0.9,1.0,1.0,1.0
455,3.853581082979275,5.224122071593407,0.9,1.0,1.0,1.0
456,4.544463132147733,4.060433000575057,0.9,1.0,1.0,1.0
457,3.2443557861656127,5.487276098568598,0.9,1.0,1.0,1.0
458,3.2529905801673067,3.2510707269909607,0.9,1.0,1.0,1.0
459,2.9018286741967194,3.309864851077986,0.9,1.0,1.0,1.0
460,2.9255540182346014,4.542428416733209,0.9,1.0,1.0,1.0
461,1.7996298104617356,1.9306569266551552,0.9,1.0,1.0,1.0
462,0.0300993361065931,-0.9722446445842081,0.9,1.0,1.0,1.0
463,-2.045894033495358,-2.1556214851896485,0.9,1.0,1.0,1.0
464,-2.95868874313543,-2.994299479325521,0.9,1.0,1.0,1.0
465,-3.12149515376122,-4.486236805962785,0.9,1.0,1.0,1.0
466,-3.10253722503386,-3.358369296374683,0.9,1.0,1.0,1.0
467,-0.8550523401009571,-1.5972444340983938,0.9,1.0,1.0,1.0
468,0.3364462638164367,1.260804021003871,0.9,1.0,1.0,1.0
469,-0.6592894789068342,-0.6246776047215786,0.9,1.0,1.0,1.0
470,-0.2456520785651939,-0.528447827712764,0.9,1.0,1.0,1.0
471,-0.6281651070589995,-0.7343470376815758,0.9,1.0,1.0,1.0
472,-0.8497124343931948,-0.6265904159870286,0.9,1.0,1.0,1.0
473,-0.5794155415384933,0.03739865815128651,0.9,1.0,1.0,1.0
474,0.09769712959074928,-0.9020150990786321,0.9,1.0,1.0,1.0
475,-0.251331067252341,-1.2929186998736129,0.9,1.0,1.0,1.0
476,0.8376535722072516,1.9423327876097816,0.9,1.0,1.0,1.0
477,-0.38805001115587756,-0.8003868833606081,0.9,1.0,1.0,1.0
478,-0.34290594767802135,-1.7597480402748955,0.9,1.0,1.0,1.0
479,2.289058373685613,2.7328710830687175,0.9,1.0,1.0,1.0
480,2.283232278942327,2.746602084975014,0.9,1.0,1.0,1.0
481,3.4881235576542675,1.957408300397561,0.9,1.0,1.0,1.0
482,3.230831380062049,3.4603130955256556,0.9,1.0,1.0,1.0
483,3.4885253373856413,4.224108429814015,0.9,1.0,1.0,1.0
484,3.082889609254386,3.4572760609606488,0.9,1.0,1.0,1.0
485,2.604193067164743,3.2361745509261386,0.9,1.0,1.0,1.0
486,1.5642913637228493,0.1600222656321002,0.9,1.0,1.0,1.0
487,1.8381635863081176,2.169203741304313,0.9,1.0,1.0,1.0
488,0.802810038491538,0.5001902790210915,0.9,1.0,1.0,1.0
489,1.3881142709558132,0.9053241122311684,0.9,1.0,1.0,1.0
490,2.334589848306142,3.2051454577258687,0.9,1.0,1.0,1.0
491,2.467662270712758,3.946936781386988,0.9,1.0,1.0,1.0
492,1.9346473100857904,3.7290173646861495,0.9,1.0,1.0,1.0
493,2.1951481583859076,3.5099560298918124,0.9,1.0,1.0,1.0
494,1.6669602870009044,1.5572261053707206,0.9,1.0,1.0,1.0
495,2.435811383765963,2.7885315467923064,0.9,1.0,1.0,1.0
496,0.3608241611742433,1.1276470329584871,0.9,1.0,1.0,1.0
497,-0.010865623061827201,0.11031232623763476,0.9,1.0,1.0,1.0
498,-2.0005910558796423,-1.8698268679680978,0.9,1.0,1.0,1.0
499,-3.2955927805188834,-2.4718396486427014,0.9,1.0,1.0,1.0
