t,h_true,y_obs
903,-0.9971122,0.021051
904,-0.85308869,-1.41750624
905,-1.15357111,0.68754341
906,-1.15003151,0.08493107
907,-1.21484962,0.43929376
908,-1.06850831,-0.02765159
909,-1.10557733,-0.97514811
910,-0.98702458,0.41111448
911,-0.89073008,-0.69444604
912,-0.79293902,0.27468884
913,-0.56532841,-1.15940937
914,-0.61233674,0.55984224
915,-0.61535513,-0.73246102
916,-0.56470203,0.22154859
917,-0.56456654,0.11023203
918,-0.61643543,1.03569647
919,-0.76304619,-0.03980066
920,-0.76850698,0.51460312
921,-1.00005775,-0.2341527
922,-1.30571529,0.54511548
923,-1.4642897,0.10873711
924,-1.35115428,-0.4509955
925,-1.30592735,-0.1951229
926,-1.19593238,0.04147334
927,-1.29384447,0.10468394
928,-1.12846762,-0.10306428
929,-1.3341579,0.64985308
930,-1.48682476,0.83951197
931,-1.31860519,-0.13499295
932,-1.28546211,-0.13653474
933,-1.17511965,-0.36695283
934,-1.13453058,0.36141469
935,-1.21476565,-0.13768381
936,-1.3874775,-0.16224284
937,-1.65011247,0.67758184
938,-1.35927192,0.1672008
939,-1.59240643,0.649849
940,-1.36131829,-0.56028446
941,-1.33526162,-0.91793102
942,-1.28519335,-0.55455521
943,-1.2466923,-0.77841038
944,-1.15786279,0.345168
945,-1.27060389,-0.31416424
946,-1.58588923,0.38340779
947,-1.65555164,-0.45993111
948,-1.56793228,-0.28134948
949,-1.7122547,0.02446624
950,-1.53019138,-0.00627841
951,-1.53378955,0.27921697
952,-1.69191266,0.26113121
953,-1.64905693,-0.21069382
954,-1.56426647,-0.4087607
955,-1.47086537,0.10688986
956,-1.89431339,0.96550019
957,-2.32462887,0.30972837
958,-2.1310878,-0.27130916
959,-2.31708307,-0.06721883
960,-2.12353471,-0.75308391
961,-1.92048,-0.23435666
962,-2.0717249,0.03237056
963,-2.19215681,0.42065962
964,-2.04652793,-0.66674227
965,-2.07567091,-0.19331399
966,-1.84937429,-0.72031651
967,-1.5832587,-0.37650775
968,-1.7400511,-0.00233327
969,-1.83809239,-0.28044318
970,-1.79872559,-0.45191337
971,-2.10181875,0.2661912
972,-2.33919262,0.07763476
973,-2.43538227,-0.08875715
974,-2.09217634,-0.33431569
975,-2.0226054,-0.60421345
976,-2.09002171,0.18057038
977,-2.21100039,0.42991852
978,-2.35507487,0.10884402
979,-2.40233037,0.13096669
980,-2.45633397,0.02507911
981,-2.44806346,-0.15229432
982,-2.33185748,-0.01124888
983,-2.30519385,-0.10373937
984,-2.14655643,-0.20598983
985,-2.15816433,0.08294177
986,-1.86893139,-0.78915632
987,-1.72738492,-0.85351847
988,-1.6729724,0.54388801
989,-1.57948295,-0.04383849
990,-1.64616588,0.13484566
991,-1.66459032,-0.2412978
992,-1.68813396,0.1361854
993,-1.7825725,-0.12904756
994,-1.96313184,0.38165606
995,-1.85243939,-0.02853043
996,-1.68209064,-0.17530251
997,-1.60282628,0.03011882
998,-1.59847249,-0.18613517
999,-1.24839543,-0.80272087
